,Recipe ID,Ingredients,Ingredients_text,Ingredients_list,Vector
350,THA_04,"['300 gms Chicken/Prawns/Vegetable', '1 small Onion', '1.2 litre Water/stock', '3 small Red Chilli', '4 cloves  Ginger', '1 tbsp Garlic', '1/4 cup Lemon Juice', '2  tbsp Soya Sauce', '1 tsp Sugar']",gms Chicken Prawns Vegetable small Onion litre Water stock small Red Chilli cloves   Ginger tbsp Garlic cup Lemon Juice   tbsp Soya Sauce tsp Sugar,"['Sugar', 'Onion', 'Prawns', 'Garlic', 'Water', 'Ginger']","[0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
351,THA_05,"['100 gms Raw Papaya', '1 medium Red Chill/Tomato', '4 cloves  Garlic', '20 gram Peanuts (optional)', '50 gram Carrot (optional)', '15 ml Fish Sauce', '30 ml Lemon Juice', '30 gram Brown Sugar', '1/2  beans (optional)']",gms Raw Papaya medium Red Chill Tomato cloves   Garlic gram Peanuts optional gram Carrot optional ml Fish Sauce ml Lemon Juice gram Brown Sugar   beans optional,"['Sugar', 'Tomato', 'Carrot', 'Gram', 'Garlic']","[0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
352,THA_06,"['350 Ml coconut milk', '2  Kafir lime leaves', '40 gms orange dices', '30 ml lychee juice', 'coconut water (all from the shell)', '350 ml orange juice', 'A pinch of salt', 'to taste sugar', '40 gms kiwi dices', '15 gms agar agar']",Ml coconut milk   Kafir lime leaves gms orange dices ml lychee juice coconut water shell ml orange juice pinch salt taste sugar gms kiwi dices gms agar agar,"['Sugar', 'Salt', 'Milk', 'Water', 'Lime']","[0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
353,THA_07,"['2 1/2 Cup Shrimp stock (best, canned chicken stock, or water)', '10-12  Shrimp (or 8 oz head-on and shell-on but chop the eyes part off, devein if you like)', '3 1/2 tbsp Lime juice', ""6  Bird's eyes chilies (pounded)"", '3   Galangal slices', '6  Kaffir lime leaves (bruised)', '2 tbsp Thai roasted chili paste', '2 tbsp Oil', '3 tsp Fish sauce', '1 stalk  Lemongrass (cut into 3-inch strips, pounded with a cleaver)', '6  Straw mushrooms / Fresh oyster mushrooms / Fresh white button mushrooms (canned)']",Cup Shrimp stock best canned chicken stock water   Shrimp oz head shell chop eyes devein like tbsp Lime juice   Bird eyes chilies pounded    Galangal slices   Kaffir lime leaves bruised tbsp Thai roasted chili paste tbsp Oil tsp Fish sauce stalk   Lemongrass cut inch strips pounded cleaver   Straw mushrooms Fresh oyster mushrooms Fresh white button mushrooms canned,"['Oil', 'Water', 'Lime', 'Mushroom']","[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
354,THA_08,"['250  Rice', '80  Onion, chopped', '2  Thai ginger , chopped', '5  Fresh turmeric', '2  Curry leaf', '2  Lemon grass, chopped', '100  Coconut milk', 'to taste Salt', '2  Hot curry powder', '40  Pineapple chunks', '20  Oil', '300  Water', '2  Turmeric powder', '1 piece  Fresh pineapple']",  Rice   Onion chopped   Thai ginger chopped   Fresh turmeric   Curry leaf   Lemon grass chopped   Coconut milk taste Salt   Hot curry powder   Pineapple chunks   Oil   Water   Turmeric powder piece   Fresh pineapple,"['Powder', 'Salt', 'Milk', 'Oil', 'Onion', 'Pineapple', 'Water', 'Ginger']","[0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
355,THA_09,"['2 Cups Pomelo', '1 cup Cherry tomatoes', '2  Scallions', '1 bunch Fresh cilantro', 'For the Dressing:', '1 tbsp Brown sugar', '1 tbsp Rice vinegar', '1 tbsp Fish sauce', '1  Lime (juiced)', '1/2  Garlic clove , grated', '1/2 tsp Chili flakes', '1/3 cup Dry roasted peanuts (optional), unsalted']",Cups Pomelo cup Cherry tomatoes   Scallions bunch Fresh cilantro Dressing tbsp Brown sugar tbsp Rice vinegar tbsp Fish sauce   Lime juiced   Garlic clove grated tsp Chili flakes cup Dry roasted peanuts optional unsalted,"['Sugar', 'Scallion', 'Cilantro', 'Garlic', 'Lime', 'Cherry']","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
356,THA_10,"['2/3 Cup Thai glass noodle', '1/4 cup Broccoli', '1/4  Carrot', '1/4  Tomato', '1/4 cup Baby corn', '1/8 cup Onion', '1/4  Celery leaves and stems', '1 tsp Chilies, chopped', 'Black fungus (optional)', 'to taste Vegetable seasoning sauce', '1 tsp Sugar', '1 tbsp Lemon juice', 'Lettuce', '1 tsp Sriracha sauce (optional)']",Cup Thai glass noodle cup Broccoli   Carrot   Tomato cup Baby corn cup Onion   Celery leaves stems tsp Chilies chopped Black fungus optional taste Vegetable seasoning sauce tsp Sugar tbsp Lemon juice Lettuce tsp Sriracha sauce optional,"['Sugar', 'Onion', 'Tomato', 'Celery', 'Carrot', 'Broccoli', 'Lettuce']","[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
357,THA_11,"['1 1/2 Cup Raw mango', '1/3 cup Onion', '1 tsp Red chilli', '1/8 cup Mint', '1/3 cup Lettuce', '1 tsp Palm sugar', 'to taste Soya sauce']",Cup Raw mango cup Onion tsp Red chilli cup Mint cup Lettuce tsp Palm sugar taste Soya sauce,"['Sugar', 'Onion', 'Mint', 'Mint', 'Lettuce']","[0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
358,THA_12,"['10 gm chicken leg boneless', '10 gm lemon grass', '10 gm kafir lime leaf', '5 ml fish sauce', '10 gm red chili', '20 gm lemon', '5 gm mint', '5 gm fresh red chili', '3 gm salt', '5 gm roasted sticky rice']",gm chicken leg boneless gm lemon grass gm kafir lime leaf ml fish sauce gm red chili gm lemon gm mint gm fresh red chili gm salt gm roasted sticky rice,"['Salt', 'Mint', 'Mint', 'Lime']","[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
359,THA_13,"['150 gm finely chopped chicken boneless', '5 gm fresh red chili finely chopped', '10 ml cooking oil', '8 gm dry basil', '30 gm fresh basil finely chopped', '30 gm oyster sauce', '5 ml fish sauce', '10 ml light soya sauce', '5 ml sugar', 'Iceberg lettuce, leaves made into 6 cups', '15 gm chopped garlic', '20 gm chopped onion']",gm finely chopped chicken boneless gm fresh red chili finely chopped ml cooking oil gm dry basil gm fresh basil finely chopped gm oyster sauce ml fish sauce ml light soya sauce ml sugar Iceberg lettuce leaves cups gm chopped garlic gm chopped onion,"['Sugar', 'Oil', 'Onion', 'Garlic', 'Lettuce']","[0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
360,THA_14,"['2 Tbsp oil', '6 whole small dried red chillies', '200 gm boneless chicken flattened and sliced very thin and long', '1 Tbsp finely chopped garlic', '1 Tbsp oyster sauce', '1 Tbsp fish sauce', '1/2 tsp sugar or stevia', '1 tsp roasted chilli paste', '3 Tbsp chicken stock', '50 gm roasted unsalted cashew nuts', '2 spring onions cut in 2.5 cm pieces', '1 red capsicum sliced-optional', 'Spring onion green to garnish']",Tbsp oil small dried red chillies gm boneless chicken flattened sliced thin long Tbsp finely chopped garlic Tbsp oyster sauce Tbsp fish sauce tsp sugar stevia tsp roasted chilli paste Tbsp chicken stock gm roasted unsalted cashew nuts spring onions cut cm pieces red capsicum sliced optional Spring onion green garnish,"['Sugar', 'Oil', 'Onion', 'Capsicum', 'Garlic']","[0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
361,THA_15,"['2 sugarcane sticks - cut into 4 inch pieces', 'Medium sized prawns - shelled and De-veined', '200 gm minced pork', '2 large onions, chopped', '5 tsp garlic, chopped', '1 Tbsp sugar', '1 Tbsp coriander, chopped', '1 Tbsp fish sauce', 'Salt and pepper', '2 tsp lemon grass, chopped', '1 egg', 'Oil for frying', 'Spicy Dipping Sauce:', '1 Tbsp vinegar', '60 ml lime juice', '1 tsp garlic paste', '60 ml fish sauce', '2 red chillies, chopped']",sugarcane sticks cut inch pieces Medium sized prawns shelled De veined gm minced pork large onions chopped tsp garlic chopped Tbsp sugar Tbsp coriander chopped Tbsp fish sauce Salt pepper tsp lemon grass chopped egg Oil frying Spicy Dipping Sauce Tbsp vinegar ml lime juice tsp garlic paste ml fish sauce red chillies chopped,"['Sugar', 'Salt', 'Oil', 'Onion', 'Coriander', 'Garlic', 'Lime']","[0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
362,THA_16,"['Green curry paste:', '8-10 green chillies', '20 gm lemon grass', '15 gm onions', '10 gm garlic', '10 gm kha ginger', '50 gm coriander roots', '5 gm cumin', '5 gm coriander seeds', '2 makrut leaves-chopped', '10 gm shrimp paste salt to taste', 'For the chicken curry:', '100 gm chicken breast cubes', '10 gm sugar', '4 pea brinjal', '5 bird chillies', '15 gm basil', '1 makrut leaves', '10 ml oil', '150 ml coconut milk']",Green curry paste green chillies gm lemon grass gm onions gm garlic gm kha ginger gm coriander roots gm cumin gm coriander seeds makrut leaves chopped gm shrimp paste salt taste chicken curry gm chicken breast cubes gm sugar pea brinjal bird chillies gm basil makrut leaves ml oil ml coconut milk,"['Sugar', 'Salt', 'Milk', 'Oil', 'Onion', 'Coriander', 'Garlic', 'Cumin', 'Ginger']","[0 1 0 1 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
363,THA_17,"['2 Cups Raw papaya, grated', '1 tbsp Lemon juice', '2 tbsp Peanuts, fried', '1 tbsp Coriander, chopped', '1 tbsp Chilli sauce', '2  Red chillies, chopped']",Cups Raw papaya grated tbsp Lemon juice tbsp Peanuts fried tbsp Coriander chopped tbsp Chilli sauce   Red chillies chopped,['Coriander'],"[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
